student_code,full_name,email,faculty,cohort,is_active
73470464,"Sinh viên 470463-1",sv470463-1@student.edu.vn,CNTT,2020,false
73470465,"Sinh viên 470463-2",sv470463-2@student.edu.vn,KTPM,2021,true
73470466,"Sinh viên 470463-3",sv470463-3@student.edu.vn,KHMT,2022,true
73470467,"Sinh viên 470463-4",sv470463-4@student.edu.vn,CNTT,2023,true
73470468,"Sinh viên 470463-5",sv470463-5@student.edu.vn,KTPM,2024,true
73470469,"Sinh viên 470463-6",sv470463-6@student.edu.vn,KHMT,2020,true
73470470,"Sinh viên 470463-7",sv470463-7@student.edu.vn,CNTT,2021,true
73470471,"Sinh viên 470463-8",sv470463-8@student.edu.vn,KTPM,2022,false
73470472,"Sinh viên 470463-9",sv470463-9@student.edu.vn,KHMT,2023,true
73470473,"Sinh viên 470463-10",sv470463-10@student.edu.vn,CNTT,2024,true
73470474,"Sinh viên 470463-11",sv470463-11@student.edu.vn,KTPM,2020,true
73470475,"Sinh viên 470463-12",sv470463-12@student.edu.vn,KHMT,2021,true
73470476,"Sinh viên 470463-13",sv470463-13@student.edu.vn,CNTT,2022,true
73470477,"Sinh viên 470463-14",sv470463-14@student.edu.vn,KTPM,2023,true
73470478,"Sinh viên 470463-15",sv470463-15@student.edu.vn,KHMT,2024,false
73470479,"Sinh viên 470463-16",sv470463-16@student.edu.vn,CNTT,2020,true
73470480,"Sinh viên 470463-17",sv470463-17@student.edu.vn,KTPM,2021,true
73470481,"Sinh viên 470463-18",sv470463-18@student.edu.vn,KHMT,2022,true
73470482,"Sinh viên 470463-19",sv470463-19@student.edu.vn,CNTT,2023,true
73470483,"Sinh viên 470463-20",sv470463-20@student.edu.vn,KTPM,2024,true
73470484,"Sinh viên 470463-21",sv470463-21@student.edu.vn,KHMT,2020,true
73470485,"Sinh viên 470463-22",sv470463-22@student.edu.vn,CNTT,2021,false
73470486,"Sinh viên 470463-23",sv470463-23@student.edu.vn,KTPM,2022,true
73470487,"Sinh viên 470463-24",sv470463-24@student.edu.vn,KHMT,2023,true
73470488,"Sinh viên 470463-25",sv470463-25@student.edu.vn,CNTT,2024,true
73470489,"Sinh viên 470463-26",sv470463-26@student.edu.vn,KTPM,2020,true
73470490,"Sinh viên 470463-27",sv470463-27@student.edu.vn,KHMT,2021,true
73470491,"Sinh viên 470463-28",sv470463-28@student.edu.vn,CNTT,2022,true
73470492,"Sinh viên 470463-29",sv470463-29@student.edu.vn,KTPM,2023,false
73470493,"Sinh viên 470463-30",sv470463-30@student.edu.vn,KHMT,2024,true
